creation_date,data,track,work,sleep,self,app,measure,start,effect,experiment,project,help,people,amp,hrv,rate,health,device,change,user,test,heart,different,note,post,food,learn,new,result,oura
2020-08-23,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
2020-08-24,2,2,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-25,4,2,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-26,6,3,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2020-08-27,3,1,0,0,0,3,4,0,3,0,0,0,0,2,0,2,0,2,0,3,0,1,0,0,1,0,0,0,0,0
2020-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-29,1,2,2,0,2,0,0,0,0,0,3,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-30,1,0,2,1,0,3,0,0,0,1,1,3,0,0,0,1,1,0,0,0,3,0,0,0,0,2,0,0,2,0
2020-09-04,1,2,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,8,2,4,0,1,3,0,0,0,0,1,1,0,2,0,4,0,2,0,6,0,1,2,0,0,0,1,0,0,0
2020-09-09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-10,1,4,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-11,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2020-09-13,3,4,2,0,3,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
2020-09-14,6,0,0,0,0,4,0,0,0,1,0,0,0,0,8,4,1,0,0,0,0,3,0,0,0,0,0,1,1,0
2020-09-15,0,1,2,0,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020-09-16,7,3,3,0,3,2,1,0,0,0,2,0,0,0,0,1,3,2,0,0,0,0,1,0,1,0,3,0,0,0
2020-09-18,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2020-09-19,0,7,2,0,3,19,0,0,1,0,0,1,0,0,0,4,6,0,4,0,0,0,0,0,0,1,0,0,1,1
2020-09-22,10,1,0,0,1,1,0,0,0,1,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0
2020-09-23,4,2,4,9,2,4,2,0,0,0,0,0,0,0,12,6,8,1,4,0,2,2,0,0,4,0,0,1,3,3
2020-09-24,6,5,0,0,1,1,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0
2020-09-25,0,0,0,1,0,0,1,0,2,0,1,0,0,0,9,1,0,0,0,0,0,1,0,1,2,0,0,0,1,0
2020-09-26,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,5,8,1,0,0,1,0,0,1,8,0,0,1,5,2,0,0,0,1,0,0,0,2,0,0,2,0,0,3,0
2020-09-28,6,13,3,2,5,1,3,0,1,1,0,0,1,4,8,2,0,3,2,0,0,2,1,6,0,1,0,0,1,4
2020-09-29,5,10,4,0,3,6,1,2,0,0,4,0,3,0,0,0,0,3,0,1,1,0,1,0,1,0,2,1,0,0
2020-09-30,12,5,4,0,1,13,6,3,1,1,1,0,0,5,0,3,2,7,0,1,0,2,0,3,2,0,1,1,2,0
2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,12,6,1,1,3,8,4,2,0,2,0,0,0,0,2,6,1,2,2,4,7,1,0,0,0,7,1,0,2,1
2020-10-04,8,1,1,0,5,5,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1,1,1,0,0,1,0,1,0,2
2020-10-05,1,1,3,0,0,6,6,1,0,2,1,0,0,0,6,9,0,4,1,0,0,7,0,3,1,0,0,0,1,4
2020-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-10-07,10,1,2,2,2,2,7,1,2,2,0,1,0,1,16,5,0,3,4,1,1,0,5,0,1,0,0,0,1,8
2020-10-08,2,0,0,0,2,1,8,1,3,2,3,1,1,3,10,10,1,2,1,0,0,11,1,2,0,0,1,0,0,9
2020-10-09,1,1,1,2,0,1,2,1,1,0,1,1,0,0,1,3,0,0,0,0,0,1,1,4,0,1,0,0,1,2
2020-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-11,9,0,1,0,3,0,3,0,2,0,2,1,1,0,1,1,0,0,2,0,0,0,3,2,0,0,0,0,0,0
2020-10-12,1,3,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-10-13,3,0,1,2,0,1,0,2,3,1,1,0,0,0,0,0,0,2,0,0,5,2,0,0,0,0,1,0,0,0
2020-10-14,16,1,3,1,4,5,1,1,3,0,3,3,3,0,3,4,1,2,0,2,1,0,0,0,0,0,0,0,2,0
2020-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-19,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-10-20,3,0,3,2,1,0,4,0,1,0,1,1,0,0,1,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0
2020-10-21,1,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-22,4,1,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-10-23,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-25,3,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-10-26,5,4,2,3,0,7,3,3,6,0,0,0,1,3,0,4,0,0,1,0,3,7,1,0,0,1,0,0,0,0
2020-10-29,4,0,1,3,1,6,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1
2020-10-30,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0
2020-11-01,0,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-11-02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,1,1,0,0,0,0,4,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-11-06,1,3,5,4,2,6,4,0,0,0,2,1,0,0,1,4,8,0,1,0,3,1,1,0,0,0,1,2,2,1
2020-11-07,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
2020-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,1,1,0,3,0,3,1,0,4,3,1,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,0
2020-11-11,1,1,1,0,0,0,6,0,4,3,0,1,0,2,0,1,0,0,0,0,3,0,0,0,2,0,0,1,0,0
2020-11-12,2,3,0,4,1,0,3,1,2,1,0,0,0,0,2,5,0,0,2,0,1,2,0,0,0,0,0,0,0,1
2020-11-13,7,5,3,0,0,5,0,2,2,1,3,1,0,1,0,2,2,2,2,0,2,0,2,1,0,0,0,0,2,0
2020-11-14,14,8,1,0,5,8,0,0,0,1,0,2,1,3,0,0,5,0,0,3,0,0,2,0,2,0,0,0,0,0
2020-11-15,7,5,0,3,3,4,8,2,0,2,1,1,1,0,3,2,2,2,2,0,3,0,1,0,1,0,0,3,0,0
2020-11-16,4,1,6,1,1,3,2,1,7,2,0,0,0,3,0,2,0,0,0,1,1,1,0,0,0,0,6,1,3,0
2020-11-17,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2020-11-18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-11-21,0,0,1,0,2,1,1,0,0,1,0,1,0,2,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0
2020-11-22,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-11-23,3,8,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-11-24,0,0,2,0,4,0,0,3,2,0,3,0,1,0,0,1,0,0,1,0,0,1,0,3,1,0,0,0,0,0
2020-11-26,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2020-11-27,3,1,0,1,0,3,1,1,0,0,0,0,0,2,30,6,0,0,0,0,0,3,2,0,3,0,1,2,0,3
2020-11-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2020-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-12-02,4,4,2,0,3,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0
2020-12-03,3,5,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-12-04,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-12-07,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-12-08,9,4,3,2,0,3,0,1,0,0,0,0,0,1,0,3,1,1,0,0,0,2,0,1,0,0,0,0,0,0
2020-12-09,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-11,6,1,4,0,0,1,0,3,4,0,8,1,0,2,0,3,0,3,2,0,0,0,1,5,1,0,1,6,1,0
2020-12-15,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,1,1,1,0,0,0,7,0,0,0,0,0,0,4,0,2,0,0,1,0,1,0,0,2,1,0,3,1,0,0
2020-12-17,2,5,0,0,1,6,0,0,0,0,0,0,0,0,1,1,1,0,6,1,2,0,0,2,0,0,2,2,0,0
2020-12-18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-21,25,4,4,1,1,16,1,11,0,0,0,0,0,3,0,3,2,1,0,0,1,2,1,0,0,1,1,3,3,0
2020-12-22,3,2,0,5,0,5,2,0,0,1,0,0,0,1,0,1,0,0,0,4,2,0,0,0,0,0,0,1,1,1
2020-12-23,2,1,0,0,0,5,1,0,0,2,0,0,0,2,0,1,1,0,1,4,0,0,0,0,0,0,0,1,0,0
2020-12-24,10,0,3,0,0,20,0,1,0,0,0,0,0,2,0,3,0,0,3,33,0,0,2,2,0,0,2,4,2,0
2020-12-26,2,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2020-12-27,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2020-12-28,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2020-12-31,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-01-01,0,6,0,0,2,4,0,3,3,0,5,0,0,7,0,0,0,1,1,0,1,0,1,0,2,8,3,0,1,1
2021-01-02,0,4,5,0,4,8,6,2,6,3,2,1,0,0,0,1,0,0,6,0,2,0,2,2,3,5,3,1,2,0
2021-01-03,21,1,0,5,5,5,1,0,2,2,0,0,3,3,1,1,0,0,0,1,0,1,0,0,0,0,1,2,3,0
2021-01-04,10,0,7,0,0,2,0,1,0,1,0,1,1,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2021-01-05,18,3,6,3,3,3,1,1,0,1,0,3,5,6,0,1,1,0,2,2,0,0,0,4,0,0,2,3,0,0
2021-01-06,14,2,3,0,3,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0
2021-01-07,0,1,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-08,15,1,1,2,2,3,4,2,0,2,0,1,1,2,8,0,0,0,0,4,5,2,1,1,2,0,4,3,4,3
2021-01-09,4,4,0,0,3,1,1,1,1,1,0,1,1,0,0,1,0,0,3,0,0,0,0,0,1,2,1,0,1,0
2021-01-10,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0
2021-01-11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,2,0,0,0,2
2021-01-12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-01-13,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2021-01-14,0,4,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,1,0
2021-01-15,0,2,1,1,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-01-17,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021-01-18,5,0,1,0,1,9,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0,0,0,1,0,0,1,0,0,0
2021-01-21,2,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2021-01-24,1,0,0,0,1,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,1,1,0,0,0
2021-01-25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-26,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2021-01-27,0,2,0,7,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-01-28,1,14,4,17,0,12,3,0,0,1,0,0,0,2,2,4,10,2,0,0,1,1,0,0,0,0,0,1,0,7
2021-01-29,6,3,3,0,0,10,1,2,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0
2021-01-30,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-01-31,0,2,3,4,0,3,4,0,0,0,0,0,0,1,0,3,1,2,0,0,1,0,1,0,0,0,1,0,0,0
2021-02-01,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,1,1,0,1,0,0,0
2021-02-03,10,29,2,4,5,5,10,4,0,11,9,8,1,2,0,3,2,0,2,1,2,0,3,0,7,7,8,4,4,2
2021-02-04,0,3,3,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,0,0
2021-02-05,8,0,3,0,2,3,0,1,0,0,0,4,1,2,0,2,6,0,0,1,0,1,0,0,2,1,1,1,0,1
2021-02-06,3,0,0,0,4,0,0,2,0,0,3,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0,2,2,0,0
2021-02-07,40,19,5,59,0,13,18,3,0,0,1,2,1,56,13,45,8,14,0,3,1,25,3,26,1,0,5,1,2,48
2021-02-08,27,3,3,1,2,3,0,1,0,5,1,5,2,3,0,2,1,1,1,0,0,0,1,1,0,6,2,1,1,1
2021-02-09,18,1,1,4,0,4,3,1,0,0,1,3,1,1,1,1,0,2,0,0,0,1,1,0,1,0,2,0,0,2
2021-02-10,6,3,1,12,2,3,0,1,0,0,0,1,2,1,0,4,1,9,1,0,2,0,1,0,1,0,0,0,0,5
2021-02-11,1,4,0,7,2,2,2,1,0,1,2,0,1,1,0,0,0,0,0,0,3,0,2,1,3,0,2,0,1,1
2021-02-13,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-02-14,1,0,1,0,0,1,2,0,0,0,1,0,0,0,2,3,2,0,0,0,0,2,0,0,0,0,0,1,0,0
2021-02-15,0,2,1,3,0,1,0,1,2,1,3,0,0,10,0,0,8,0,0,0,1,0,1,14,2,0,0,2,0,0
2021-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-18,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-19,0,3,5,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-02-20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2021-02-21,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-22,6,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,4,0
2021-02-23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-25,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021-02-28,1,3,1,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2021-03-01,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2021-03-02,0,0,2,1,0,1,0,1,1,0,0,4,0,0,0,1,0,0,0,0,5,0,0,0,2,2,2,1,1,0
2021-03-03,0,2,10,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-03-04,1,4,8,4,3,0,1,0,2,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0
2021-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-06,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-03-08,0,0,7,0,1,0,10,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0
2021-03-09,4,2,14,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
2021-03-10,0,1,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-11,1,1,7,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2021-03-13,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021-03-14,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-03-15,0,4,5,0,0,2,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,6,5,4,0,1,11,0,1,2,1,0,2,5,2,0,2,6,1,0,0,0,0,1,0,1,2,0,1,1,0
2021-03-18,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,2,4,0,0,0,0,1,2,0,0,5,0,0,0,0
2021-03-19,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2021-03-20,0,0,0,3,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0
2021-03-22,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-03-23,2,3,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-24,3,4,0,2,0,0,1,0,1,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-26,1,2,1,0,0,6,0,0,0,0,1,0,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-03-28,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,13,6,1,4,0,3,2,1,0,0,0,1,1,1,1,3,5,0,0,0,1,0,0,0,2,1,1,2,0,0
2021-03-30,10,4,2,0,0,3,0,0,0,0,0,0,1,9,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2021-03-31,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-01,6,7,6,0,2,7,0,1,0,0,1,1,0,18,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2021-04-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-03,7,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-06,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
